,inference_results
8808,7.453765
8809,2.435986
8810,4.2375283
8811,88.96887
8812,80.730225
8813,16.744543
8814,70.865746
8815,8.342166
8816,65.0571
8817,40.41449
8818,62.34407
8819,47.326576
8820,18.899462
8821,52.26875
8822,70.54633
8823,44.68394
8824,1.1100075
8825,73.45568
8826,96.98475
8827,57.864304
8828,7.1524596
8829,58.82111
8830,93.21003
8831,75.37483
8832,14.355862
8833,50.98088
8834,12.519582
8835,71.32676
8836,29.405706
8837,0.35066682
8838,49.818867
8839,51.31798
8840,19.418247
8841,55.439064
8842,92.24758
8843,17.794247
8844,73.10407
8845,65.549515
8846,3.1112835
8847,32.040405
8848,39.21142
8849,17.479506
8850,93.97836
8851,49.141468
8852,40.933685
8853,84.889244
8854,99.052055
8855,92.396416
8856,72.410324
8857,50.076942
8858,2.9691432
8859,23.05305
8860,80.954865
8861,69.29789
8862,18.22776
8863,71.86222
8864,24.168041
8865,54.059372
8866,12.364828
8867,79.99909
8868,83.012794
8869,47.142696
8870,33.23442
8871,0.22246383
8872,91.07428
8873,70.271286
8874,67.99605
8875,15.347126
8876,18.376268
8877,63.19386
8878,90.815315
8879,61.57078
8880,12.173735
8881,73.98298
8882,53.979168
8883,19.133537
8884,33.470455
8885,85.53994
8886,11.82156
8887,20.65183
8888,54.235073
8889,70.44351
8890,64.07225
8891,19.819307
8892,24.47225
8893,36.952675
8894,99.60744
8895,78.88576
8896,69.43775
8897,83.96677
8898,34.278423
8899,82.41706
8900,87.937325
8901,91.75844
8902,87.39139
8903,9.099416
8904,98.322815
8905,56.067677
8906,31.226257
8907,81.90188
8908,59.00866
8909,7.624689
8910,13.340134
8911,68.612816
8912,63.968697
8913,68.468124
8914,44.76765
8915,29.908112
8916,44.043358
8917,90.961205
8918,84.04881
8919,59.869556
8920,62.529716
8921,27.860111
8922,26.1334
8923,81.86783
8924,54.040474
8925,49.876278
8926,55.705444
8927,13.359676
8928,89.68071
8929,81.736374
8930,96.03719
8931,50.77469
8932,71.804016
8933,17.336266
8934,85.15565
8935,85.27407
8936,4.24738
8937,71.73423
8938,59.41759
8939,11.39081
8940,40.445564
8941,83.18226
8942,0.47246912
8943,41.31229
8944,45.794704
8945,91.554146
8946,68.97803
8947,25.282265
8948,63.618843
8949,96.598625
8950,54.262398
8951,46.001617
8952,56.224125
8953,86.16786
8954,6.1659656
8955,80.38779
8956,70.24573
8957,89.892395
8958,46.028484
8959,13.603806
8960,34.11093
8961,75.451126
8962,78.33958
8963,29.344696
8964,20.930344
8965,10.106342
8966,13.124025
8967,76.85243
8968,81.76116
8969,60.89799
8970,8.972042
8971,0.09988634
8972,78.21742
8973,28.54689
8974,77.9623
8975,80.659966
8976,43.392906
8977,16.032454
8978,56.521454
8979,70.104576
8980,63.316685
8981,94.86145
8982,48.990597
8983,10.466752
8984,50.632084
8985,84.82066
8986,66.09172
8987,99.73525
8988,0.95210636
8989,13.725011
8990,78.16707
8991,82.57056
8992,55.767567
8993,97.52872
8994,47.538025
8995,1.7523656
8996,90.25355
8997,74.31588
8998,72.92911
8999,27.63053
9000,66.359215
9001,30.865915
9002,3.62945
9003,81.58826
9004,7.3971767
9005,80.78379
9006,63.696796
9007,4.153142
9008,74.67764
9009,71.46856
9010,87.298256
9011,24.56036
9012,88.95231
9013,66.98663
9014,93.98017
9015,37.03752
9016,98.060684
9017,4.1770654
9018,89.51031
9019,11.421424
9020,11.489004
9021,61.25574
9022,87.32534
9023,67.332115
9024,22.130852
9025,88.596855
9026,55.63175
9027,98.69351
9028,57.86943
9029,72.859245
9030,75.54543
9031,2.72527
9032,45.600605
9033,31.277174
9034,42.957756
9035,22.286625
9036,43.976704
9037,30.617207
9038,49.043304
9039,25.50393
9040,43.537193
9041,59.202076
9042,48.897427
9043,91.972336
9044,14.3962
9045,50.296658
9046,23.600412
9047,52.249687
9048,73.34575
9049,80.778
9050,49.66044
9051,73.62743
9052,21.832521
9053,57.501686
9054,32.501022
9055,90.59943
9056,42.38387
9057,8.355635
9058,76.95454
9059,88.29085
9060,43.091587
9061,21.616367
9062,53.568356
9063,42.419052
9064,63.864304
9065,68.25573
9066,6.667754
9067,18.238508
9068,35.022762
9069,34.92955
9070,19.675516
9071,21.299433
9072,91.43502
9073,35.495533
9074,82.84634
9075,31.465023
9076,10.47621
9077,4.0436316
9078,30.570545
9079,15.122771
9080,22.698776
9081,95.39239
9082,10.264734
9083,58.319263
9084,80.37661
9085,19.7845
9086,78.85856
9087,66.61353
9088,75.908554
9089,67.98893
9090,58.366398
9091,15.775639
9092,60.470913
9093,96.85499
9094,91.506744
9095,73.532974
9096,79.15734
9097,24.490314
9098,84.114006
9099,95.35224
9100,71.457985
9101,32.25962
9102,14.931549
9103,25.26036
9104,32.68649
9105,79.72227
9106,41.11894
9107,56.916275
9108,32.21651
9109,62.667347
9110,49.987053
9111,94.44112
9112,26.31481
9113,22.802126
9114,25.119125
9115,35.364338
9116,62.433887
9117,93.793144
9118,24.988205
9119,36.477615
9120,92.335785
9121,12.1403885
9122,53.521313
9123,30.664747
9124,85.81206
9125,43.891087
9126,5.4934874
9127,73.19724
9128,60.20762
9129,84.75547
9130,99.01095
9131,75.76299
9132,62.171738
9133,54.121086
9134,55.805553
9135,60.160072
9136,8.820615
9137,29.715416
9138,42.832466
9139,13.379115
9140,47.82152
9141,33.524464
9142,73.47699
9143,69.193504
9144,50.892487
9145,34.67074
9146,12.819135
9147,51.01057
9148,34.228825
9149,72.2977
9150,49.401104
9151,12.192968
9152,8.024606
9153,88.922714
9154,9.102068
9155,46.838963
9156,84.95291
9157,33.817253
9158,39.466457
9159,59.741062
9160,85.09116
9161,19.845741
9162,36.094353
9163,46.748276
9164,94.878334
9165,31.63796
9166,72.62376
9167,3.0637279
9168,41.506096
9169,62.81039
9170,79.74762
9171,91.35465
9172,47.297924
9173,40.415024
9174,76.92307
9175,46.62673
9176,64.52763
9177,18.800817
9178,4.146167
9179,90.37082
9180,92.52174
9181,64.38962
9182,38.045547
9183,4.160617
9184,68.26696
9185,83.02252
9186,71.331184
9187,39.463486
9188,23.924831
9189,40.484993
9190,94.563065
9191,67.01877
9192,96.900024
9193,67.150375
9194,60.48965
9195,60.24647
9196,66.59629
9197,2.7765813
9198,44.30408
9199,88.74247
9200,16.57234
9201,41.183212
9202,97.795
9203,26.976746
9204,61.93707
9205,43.54971
9206,91.59436
9207,62.735416
9208,51.534306
9209,49.397522
9210,98.929474
9211,78.09564
9212,33.460426
9213,77.90754
9214,49.702106
9215,90.32165
9216,17.405455
9217,55.366955
9218,34.628407
9219,51.440056
9220,49.87502
9221,40.06228
9222,89.821625
9223,36.704414
9224,9.149033
9225,14.337115
9226,19.821604
9227,77.20456
9228,65.71921
9229,79.15323
9230,18.13319
9231,23.943499
9232,78.73428
9233,72.42664
9234,26.821018
9235,6.3104367
9236,88.19689
9237,1.7881002
9238,35.285545
9239,7.547573
9240,10.132756
9241,60.47304
9242,61.31078
9243,99.5308
9244,8.371387
9245,33.632553
9246,5.453395
9247,35.222042
9248,36.8302
9249,34.290554
9250,93.816734
9251,58.127575
9252,7.2871075
9253,65.712906
9254,69.36854
9255,3.4487002
9256,24.606956
9257,21.810621
9258,39.81844
9259,38.514385
9260,37.969795
9261,50.362495
9262,62.581642
9263,3.4039812
9264,71.57332
9265,77.24458
9266,86.71712
9267,53.034615
9268,81.64397
9269,17.69311
9270,70.61408
9271,19.273355
9272,18.704214
9273,62.81166
9274,26.795567
9275,40.543262
9276,95.13463
9277,57.33302
9278,19.226837
9279,17.901184
9280,15.132475
9281,66.0014
9282,51.47826
9283,41.171745
9284,37.088215
9285,42.073032
9286,66.0773
9287,22.38688
9288,64.315575
9289,11.900047
9290,10.346663
9291,10.662218
9292,47.367153
9293,43.18393
9294,46.73793
9295,67.03966
9296,14.358014
9297,33.636475
9298,24.576262
9299,80.82201
9300,86.44284
9301,69.10267
9302,72.152435
9303,60.566856
9304,70.23377
9305,17.815895
9306,0.27718118
9307,97.78444
9308,64.026405
9309,57.2888
9310,51.259445
9311,33.23547
9312,58.599495
9313,45.06198
9314,83.78914
9315,7.5990043
9316,59.654713
9317,15.332861
9318,99.68002
9319,67.26517
9320,63.599716
9321,25.697931
9322,97.97349
9323,86.78614
9324,1.0638677
9325,47.431683
9326,81.92889
9327,35.53282
9328,86.28604
9329,17.794283
9330,39.048615
9331,42.604885
9332,26.38767
9333,51.38947
9334,15.001101
9335,7.7384276
9336,20.0393
9337,96.98963
9338,31.063627
9339,10.651511
9340,77.58377
9341,79.699974
9342,54.31159
9343,7.0484037
9344,41.760513
9345,58.322426
9346,15.470121
9347,89.50449
9348,69.1622
9349,0.49199864
9350,18.87655
9351,56.581715
9352,43.24033
9353,6.1542444
9354,44.183285
9355,98.79187
9356,2.360429
9357,94.82939
9358,16.740358
9359,65.234215
9360,0.630161
9361,69.18406
9362,99.98528
9363,81.307625
9364,64.930435
9365,74.117905
9366,76.6613
9367,32.75165
9368,16.640339
9369,23.705584
9370,89.98432
9371,96.28813
9372,76.670135
9373,89.947235
9374,23.80882
9375,57.398678
9376,22.118998
9377,77.605095
9378,43.586807
9379,47.638954
9380,98.37219
9381,60.90526
9382,8.899697
9383,40.077877
9384,29.551369
9385,74.74991
9386,80.58293
9387,77.012
9388,18.115028
9389,53.700317
9390,23.141644
9391,47.44699
9392,79.45096
9393,1.1767213
9394,45.232067
9395,73.154305
9396,35.555233
9397,44.92654
9398,7.261282
9399,90.81874
9400,72.24199
9401,42.55392
9402,7.1625724
9403,51.33763
9404,43.542366
9405,96.924614
9406,42.738205
9407,47.55717
9408,39.311634
9409,32.130905
9410,77.762146
9411,37.745632
9412,10.247823
9413,94.812775
9414,64.36169
9415,1.3642755
9416,13.996159
9417,51.334538
9418,39.779793
9419,6.1271477
9420,53.101334
9421,36.330914
9422,8.625456
9423,77.5843
9424,59.096577
9425,1.1460513
9426,70.90707
9427,16.078043
9428,24.349945
9429,25.353092
9430,5.369819
9431,31.704803
9432,14.379301
9433,0.03749712
9434,56.894398
9435,42.045322
9436,80.72693
9437,96.98699
9438,90.87888
9439,47.60423
9440,20.332272
9441,2.4409897
9442,12.394592
9443,74.05979
9444,29.336752
9445,31.020815
9446,93.0363
9447,71.16107
9448,87.79541
9449,18.181221
9450,56.692295
9451,44.651302
9452,28.527008
9453,13.630633
9454,53.26481
9455,94.61032
9456,95.82183
9457,98.5552
9458,85.72697
9459,43.51013
9460,28.307041
9461,65.83423
9462,67.37268
9463,8.025519
9464,33.67253
9465,81.6885
9466,49.575325
9467,13.580398
9468,65.33089
9469,98.78121
9470,58.22156
9471,89.582214
9472,22.006567
9473,63.115566
9474,98.57616
9475,53.581406
9476,28.778364
9477,54.773197
9478,11.896229
9479,17.533257
9480,20.951328
9481,73.8832
9482,24.941025
9483,49.623707
9484,88.26666
9485,26.109373
9486,51.100212
9487,50.16047
9488,62.54938
9489,73.85911
9490,39.177517
9491,42.452255
9492,19.644646
9493,41.318752
9494,97.413284
9495,43.238983
9496,13.968785
9497,28.115847
9498,75.44885
9499,98.94443
9500,36.509834
9501,5.6143703
9502,69.08611
9503,51.99267
9504,16.549864
9505,95.779945
9506,56.817215
9507,33.823597
9508,85.49233
9509,12.71861
9510,99.10147
9511,49.145798
9512,88.62991
9513,90.33547
9514,33.22648
9515,95.536095
9516,34.50138
9517,67.1411
9518,75.721596
9519,46.073715
9520,27.964499
9521,96.57628
9522,75.38168
9523,47.851326
9524,24.71803
9525,77.318985
9526,58.564423
9527,35.646214
9528,6.9425607
9529,85.70974
9530,6.199377
9531,6.7807856
9532,59.03046
9533,87.98649
9534,43.148758
9535,67.47708
9536,31.344734
9537,53.792946
9538,96.115585
9539,42.609993
9540,72.99411
9541,49.932026
9542,21.472986
9543,9.760638
9544,55.51363
9545,55.493378
9546,56.25456
9547,39.252724
9548,1.319449
9549,68.263145
9550,75.60746
9551,15.123419
9552,61.73649
9553,31.056307
9554,7.459675
9555,53.95411
9556,75.22749
9557,7.603432
9558,98.851944
9559,20.52102
9560,48.908165
9561,52.67418
9562,17.57787
9563,81.68368
9564,26.168755
9565,76.049934
9566,34.5696
9567,86.539024
9568,91.34741
9569,19.383184
9570,53.845573
9571,68.3225
9572,88.21257
9573,13.5304985
9574,0.19577777
9575,27.805569
9576,53.826015
9577,55.897083
9578,34.569653
9579,46.01687
9580,82.38207
9581,25.012154
9582,7.300787
9583,11.838573
9584,92.12945
9585,56.47461
9586,87.798454
9587,24.687578
9588,12.835195
9589,21.075792
9590,23.377048
9591,64.41773
9592,30.673544
9593,81.901955
9594,9.450731
9595,67.28736
9596,95.08111
9597,52.85991
9598,77.83018
9599,36.91769
9600,42.460472
9601,2.1644497
9602,29.15955
9603,40.976982
9604,18.25483
9605,75.98501
9606,96.68639
9607,3.8233745
9608,20.016874
9609,6.415608
9610,20.221031
9611,88.820946
9612,67.49754
9613,96.86284
9614,17.538134
9615,75.82436
9616,37.052982
9617,91.66702
9618,99.75843
9619,33.53692
9620,36.9767
9621,93.78433
9622,74.491585
9623,10.097903
9624,99.24213
9625,58.573204
9626,21.110933
9627,75.38315
9628,30.94061
9629,81.86592
9630,27.646914
9631,33.01468
9632,28.175917
9633,61.15636
9634,94.19408
9635,81.47112
9636,24.201181
9637,82.15439
9638,54.609074
9639,39.45436
9640,17.752985
9641,94.08683
9642,53.298714
9643,71.71925
9644,61.457054
9645,86.81949
9646,51.10856
9647,79.53061
9648,61.58942
9649,63.978146
9650,82.61767
9651,86.125275
9652,38.641773
9653,6.729336
9654,13.939302
9655,69.4575
9656,32.063763
9657,53.475906
9658,50.136135
9659,54.597214
9660,22.527985
9661,82.59678
9662,42.34844
9663,58.014854
9664,80.272156
9665,55.469555
9666,97.60857
9667,79.83561
9668,46.669224
9669,92.57321
9670,4.0092945
9671,52.523544
9672,65.88434
9673,76.67522
9674,76.25109
9675,85.00312
9676,53.78472
9677,39.69723
9678,70.62245
9679,76.38212
9680,78.12587
9681,37.66158
9682,30.640291
9683,97.07337
9684,88.416046
9685,95.12089
9686,77.468475
9687,30.39653
9688,37.387165
9689,14.234998
9690,59.0454
9691,75.11899
9692,3.6230743
9693,80.59658
9694,20.94213
9695,1.3053012
9696,79.66692
9697,7.3464537
9698,24.098291
9699,48.53258
9700,25.125069
9701,23.01758
9702,81.02527
9703,93.928825
9704,36.010475
9705,41.05082
9706,46.217747
9707,87.15047
9708,75.060234
9709,98.996216
9710,81.99656
9711,23.58017
9712,43.95628
9713,55.02585
9714,1.0213057
9715,72.235344
9716,37.848457
9717,7.825202
9718,67.98791
9719,3.6165385
9720,12.58841
9721,74.86578
9722,21.03238
9723,73.471825
9724,63.37807
9725,47.906086
9726,6.9019065
9727,73.91113
9728,40.421967
9729,85.01851
9730,72.92747
9731,73.76785
9732,79.21558
9733,46.735012
9734,96.18635
9735,43.83839
9736,30.274765
9737,11.742005
9738,5.837341
9739,61.53827
9740,64.967964
9741,59.292843
9742,17.038824
9743,94.218956
9744,30.120586
9745,65.585
9746,23.157955
9747,33.692192
9748,8.159385
9749,92.142235
9750,0.6377087
9751,76.39131
9752,77.70654
9753,9.516854
9754,85.61105
9755,94.12603
9756,83.5599
9757,23.348352
9758,40.806477
9759,24.371407
9760,44.460815
9761,31.38108
9762,63.741825
9763,79.405655
9764,37.15297
9765,80.47093
9766,56.74266
9767,91.57939
9768,59.17178
9769,70.431145
9770,45.964264
9771,88.09459
9772,51.131767
9773,21.80719
9774,67.72015
9775,97.45788
9776,4.623653
9777,15.085852
9778,76.269455
9779,32.577965
9780,4.2705293
9781,29.423178
9782,35.4581
9783,95.60087
9784,96.5034
9785,60.48435
9786,27.36536
9787,57.092316
9788,65.35206
9789,87.65862
9790,29.961937
9791,54.79742
9792,63.68518
9793,1.581737
9794,80.71346
9795,95.930786
9796,53.353355
9797,79.91868
9798,49.791668
9799,92.41202
9800,6.336562
9801,97.724976
9802,3.5761878
9803,67.62693
9804,74.45734
9805,1.5040244
9806,73.110214
9807,77.22056
9808,90.59561
9809,60.816704
9810,51.3071
9811,73.62952
9812,56.784344
9813,69.90883
9814,7.1856637
9815,69.90127
9816,70.275444
9817,59.16619
9818,13.61362
9819,56.2304
9820,71.3168
9821,54.11903
9822,24.604088
9823,93.13898
9824,21.067406
9825,31.408285
9826,86.975655
9827,82.983536
9828,89.2713
9829,85.719955
9830,76.55076
9831,17.259016
9832,75.839554
9833,51.211163
9834,80.97617
9835,64.51194
9836,26.19118
9837,7.546609
9838,61.647114
9839,6.2403135
9840,92.27148
9841,99.62809
9842,73.8742
9843,4.4184327
9844,25.38678
9845,63.11246
9846,13.473434
9847,12.736731
9848,60.24312
9849,81.307816
9850,42.406857
9851,33.307915
9852,88.15553
9853,50.880703
9854,93.9667
9855,25.10422
9856,39.56566
9857,35.136696
9858,98.78619
9859,40.4024
9860,12.069196
9861,90.478775
9862,14.360773
9863,55.79351
9864,47.69108
9865,6.7982297
9866,13.524694
9867,41.040714
9868,4.3627663
9869,29.058403
9870,48.1607
9871,65.753136
9872,0.5838436
9873,33.95335
9874,22.762815
9875,47.256714
9876,30.224861
9877,27.505928
9878,19.185669
9879,47.809658
9880,66.19156
9881,75.594666
9882,29.347094
9883,40.801846
9884,40.04033
9885,17.86543
9886,73.80987
9887,29.942728
9888,28.394697
9889,96.96024
9890,42.26379
9891,13.0210495
9892,13.493199
9893,24.267824
9894,17.96179
9895,69.2683
9896,40.457066
9897,42.85247
9898,39.283146
9899,91.01802
9900,74.37159
9901,19.268257
9902,69.41992
9903,1.1036818
9904,90.83588
9905,97.033424
9906,78.21434
9907,61.83167
9908,70.091446
9909,85.554054
9910,26.40846
9911,90.15895
9912,23.337454
9913,52.921528
9914,24.73259
9915,2.873857
9916,11.581152
9917,3.9823527
9918,83.52142
9919,67.790215
9920,38.682045
9921,97.062996
9922,54.684692
9923,65.65986
9924,72.46803
9925,86.46112
9926,85.734375
9927,19.263641
9928,78.06449
9929,42.880577
9930,32.977592
9931,99.7697
9932,12.716422
9933,48.055244
9934,97.82489
9935,66.134514
9936,98.478645
9937,80.76976
9938,57.9022
9939,75.40806
9940,37.39305
9941,83.95653
9942,99.759926
9943,8.744182
9944,0.4875501
9945,49.23708
9946,67.07628
9947,63.58878
9948,49.60897
9949,28.300076
9950,92.23866
9951,3.3152707
9952,90.26164
9953,99.2148
9954,48.665695
9955,81.80769
9956,22.561457
9957,80.27694
9958,27.766
9959,91.56824
9960,22.8542
9961,16.387842
9962,82.97095
9963,54.2618
9964,40.901276
9965,9.724875
9966,68.87833
9967,56.830364
9968,38.042217
9969,52.57354
9970,9.4392395
9971,94.815155
9972,29.353361
9973,17.610876
9974,46.98311
9975,87.72264
9976,12.316403
9977,78.03227
9978,44.916424
9979,93.886475
9980,27.401234
9981,56.950264
9982,37.57998
9983,26.244877
9984,75.24528
9985,53.207718
9986,65.034546
9987,70.333595
9988,79.55095
9989,33.520832
9990,24.5873
9991,21.337936
9992,22.97076
9993,3.7264698
9994,17.04134
9995,45.441463
9996,32.988647
9997,22.837831
9998,16.490963
9999,91.96479
